ApplicationName,ProgramId,FileKeyLastWriteTimestamp,SHA1,IsOsComponent,FullPath,Name,FileExtension,LinkDate,ProductName,Size,Version,ProductVersion,LongPathHash,BinaryType,IsPeFile,BinFileVersion,BinProductVersion,Usn,Language,Description
Unassociated,0006f8fcdc5ddbd4a72ff406aa7dce41d4bb00000904,2024-05-04 23:53:07,ec21493b6e96bbcea54fb2568a93ec7f1a52eadd,False,c:\users\rick\appdata\local\temp\{17e2c094-424a-460e-8d1a-f225396ed583}\.be\dotnet-runtime-6.0.29-win-x64.exe,dotnet-runtime-6.0.29-win-x64.exe,.exe,2021-09-22 15:58:18,microsoft .net runtime - 6.0.29 (x64),624480,6.0.29.33521,6.0.29.33521,,pe32_i386,False,6.0.29.33521,6.0.29.33521,247474840,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:56:14,4e1fae1286c02850a26a4bce475526ff411c2a24,True,c:\windows\system32\dwm.exe,dwm.exe,.exe,2088-07-11 16:20:33,microsoft® windows® operating system,118784,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,69808,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:20:02,1996815c474b75f849a0883b523f378be95131b8,True,c:\windows\explorer.exe,explorer.exe,.exe,2103-11-24 19:10:08,microsoft® windows® operating system,5298768,10.0.22621.2792 (winbuild.160101.0800),10.0.22621.2792,,pe64_amd64,False,10.0.22621.2792,10.0.22621.2792,0,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:20:03,1f69d6d691b93820df4a6ca855461ca4df6180c1,True,c:\windows\system32\ie4uinit.exe,ie4uinit.exe,.exe,1999-11-23 17:29:20,internet explorer,282624,11.00.22621.2506 (winbuild.160101.0800),11.00.22621.2506,,pe64_amd64,False,11.0.22621.2506,11.0.22621.2506,10798456,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:19:11,83acd640edab941976a0326670e6c0a8ab7755dd,True,c:\windows\system32\logonui.exe,LogonUI.exe,.exe,2080-01-31 04:11:25,microsoft® windows® operating system,40960,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,6712304,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:46,3c57c173472b69e11c21de0dba7e2ce43595dddb,True,c:\windows\system32\mcbuilder.exe,mcbuilder.exe,.exe,2079-03-25 11:09:41,microsoft® windows® operating system,126976,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,6488160,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:53,54da134f9ac5ee824428781d8c89e43ecaa42f0b,True,c:\windows\system32\mdmdiagnosticstool.exe,MdmDiagnosticsTool.exe,.exe,2091-03-12 03:44:02,microsoft® windows® operating system,90112,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,6702064,1033,
Unassociated,0006723a9a77a41e4b1d2eedc202c81ac8f100000904,2024-05-04 19:44:58,618c61a5f7dab66e7ec08e1da08ce24ec41ae65d,False,c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe,MicrosoftEdgeUpdate.exe,.exe,2022-03-03 17:59:09,microsoft edge update,215992,1.3.155.85,1.3.155.85,,pe32_i386,False,1.3.155.85,1.3.155.85,364240,1033,
Unassociated,00066d4f68bed26fad288c67e4ef501e149b00000904,2024-05-04 19:55:21,6dc8963dea0f3185368790dee2a346301b4fa24c,False,c:\program files (x86)\microsoft\edgeupdate\install\{a1bda7da-9b34-435d-b1f3-e0f0989a7a04}\microsoftedgeupdatesetup_x86_1.3.185.29.exe,MicrosoftEdgeUpdateSetup_X86_1.3.185.29.exe,.exe,2024-03-29 21:15:22,microsoft edge update,1630792,1.3.185.29,1.3.185.29,,pe32_i386,False,1.3.185.29,1.3.185.29,20062856,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 22:48:41,05faef9b13edf1c30a1e6d23e519f1ee477c9b7c,True,c:\windows\system32\wbem\mofcomp.exe,mofcomp.exe,.exe,2073-02-26 21:53:44,microsoft® windows® operating system,53248,10.0.22621.2792 (winbuild.160101.0800),10.0.22621.2792,,pe64_amd64,False,10.0.22621.2792,10.0.22621.2792,320864,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:49,b19986e9d40da74b8fbf070bf461da2eace6c81d,True,c:\windows\uus\packages\preview\amd64\monotificationux.exe,MoNotificationUx.exe,.exe,1981-12-23 16:54:57,microsoft® windows® operating system,573808,1213.2310.20012.0,1213.2310.20012.0,,pe64_amd64,False,1213.2310.20012.0,1213.2310.20012.0,9844872,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:52,857db9c10838d5c18db5e82587a52e1521a97be2,True,c:\windows\uus\amd64\mousocoreworker.exe,MoUsoCoreWorker.exe,.exe,2094-07-14 16:08:50,microsoft® windows® operating system,3441640,1023.1020.2192.0,1023.1020.2192.0,,pe64_amd64,False,1023.1020.2192.0,1023.1020.2192.0,1091952,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:49,5d3883540c7150a7c3b7d8323ce5cdd465304e7f,True,c:\windows\uus\packages\preview\amd64\mousocoreworker.exe,MoUsoCoreWorker.exe,.exe,2071-03-19 18:23:42,microsoft® windows® operating system,3605376,1213.2310.20012.0,1213.2310.20012.0,,pe64_amd64,False,1213.2310.20012.0,1213.2310.20012.0,9831512,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:51,8f1b56de4487610611442b91052b165ac25acdf8,True,c:\program files\windows defender\mpcmdrun.exe,MpCmdRun.exe,.exe,2026-09-11 19:04:56,microsoft® windows® operating system,925848,4.18.2201.11 (winbuild.160101.0800),4.18.2201.11,,pe64_amd64,False,4.18.2201.11,4.18.2201.11,10409200,1033,
Unassociated,0006e69af308f15a6cf391ba920caf7f44e200000904,2024-05-04 22:59:14,633479f62b61f60542386694a7e5befc457339a1,False,c:\programdata\microsoft\windows defender\platform\4.18.24030.9-0\mpcmdrun.exe,MpCmdRun.exe,.exe,1988-03-04 19:49:25,microsoft® windows® operating system,1654168,4.18.24030.9 (cd8105518e5571788ee3b6a178bae8fbcdf461a8),4.18.24030.9,,pe64_amd64,False,4.18.24030.9,4.18.24030.9,218381304,1033,
Unassociated,000682fd47201ce265c3618e00cfb602ba0100000904,2024-05-04 21:35:12,6103d9f6bf95c772c8b7ee89aee370cdca4642f8,False,c:\windows\systemtemp\ab608959-6de8-443b-9c44-8c7de5a351cf\mpsigstub.exe,MpSigStub.exe,.exe,2001-03-07 16:32:57,microsoft malware protection,918944,1.1.24010.2001 (7122f19e8a45ed98fbe41ea0bdadf251e45717f9),1.1.24010.2001,,pe64_amd64,False,1.1.24010.2001,1.1.24010.2001,217156000,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 20:45:28,f3d7fee4ced78e37f49ce4e38ac681f07bca6ae0,True,c:\windows\system32\msiexec.exe,msiexec.exe,.exe,2035-11-23 15:40:07,windows installer - unicode,176128,5.0.22621.1 (winbuild.160101.0800),5.0.22621.1,,pe64_amd64,False,5.0.22621.1,5.0.22621.1,192044344,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 21:26:03,9b5d52cb7a6cf62b83a36566dead2c28b0d1a96e,True,c:\program files\windows defender\msmpeng.exe,MsMpEng.exe,.exe,1982-04-29 20:29:55,microsoft® windows® operating system,128376,4.18.2201.11 (winbuild.160101.0800),4.18.2201.11,,pe64_amd64,False,4.18.2201.11,4.18.2201.11,10411360,1033,
Unassociated,0006e69af308f15a6cf391ba920caf7f44e200000904,2024-05-04 22:48:48,e83099dd42393ad12002ce4dea5c750d6b0964e5,False,c:\programdata\microsoft\windows defender\platform\4.18.24030.9-0\msmpeng.exe,MsMpEng.exe,.exe,2086-05-17 17:00:57,microsoft® windows® operating system,133576,4.18.24030.9 (cd8105518e5571788ee3b6a178bae8fbcdf461a8),4.18.24030.9,,pe64_amd64,False,4.18.24030.9,4.18.24030.9,218385120,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:45,01b4ced8f1acc35fa0cde437ef273ba99234c344,True,c:\windows\system32\oobe\msoobe.exe,msoobe.exe,.exe,2083-03-02 18:04:49,microsoft® windows® operating system,217088,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,6450544,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:43:50,ac9a0ceea733b6542aedca96207177877e34479e,True,c:\windows\microsoft.net\framework\v4.0.30319\ngen.exe,ngen.exe,.exe,2022-06-08 23:18:30,microsoft® .net framework,143848,4.8.9065.0 built by: net481rel1last_c,4.8.9065.0,,pe32_i386,False,4.8.9065.0,4.0.30319.0,13162464,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:34:29,bbb5e0f236e33d79090bf05a2efa1a12d2933981,True,c:\windows\microsoft.net\framework64\v4.0.30319\ngen.exe,ngen.exe,.exe,2022-06-08 23:15:17,microsoft® .net framework,175104,4.8.9065.0 built by: net481rel1last_c,4.8.9065.0,,pe64_amd64,False,4.8.9065.0,4.0.30319.0,13133208,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:34:06,9b8542e238697dc1f5c524f68d9f7b27f5b78e73,True,c:\windows\microsoft.net\framework64\v4.0.30319\ngentask.exe,ngentask.exe,.exe,2022-04-08 21:27:51,microsoft® .net framework,79848,4.8.9032.0 built by: net481rel1,4.8.9032.0,,pe64_clr_64,False,4.8.9032.0,4.0.30319.0,13129488,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:34:07,875e7f7c2bdba57375b1e18157cbb272e196ead5,True,c:\windows\microsoft.net\framework\v4.0.30319\ngentask.exe,ngentask.exe,.exe,2022-04-08 21:24:38,microsoft® .net framework,80872,4.8.9032.0 built by: net481rel1,4.8.9032.0,,pe32_clr_32,False,4.8.9032.0,4.0.30319.0,13129664,1033,
Unassociated,0006b36cde1be08b94a143b914fd10351b6100000904,2024-05-04 19:28:01,c5c8fb906d4608f382a73bcc22fb078248e20cc0,False,c:\users\rick\appdata\local\microsoft\onedrive\onedrive.exe,OneDrive.exe,.exe,1996-06-11 09:13:29,microsoft onedrive,2612600,22.012.0117.0003,22.012.0117.0003,,pe64_amd64,False,22.12.117.3,22.12.117.3,11893496,1033,
Unassociated,0006847b34a39709a223fef50d06138c465800000904,2024-05-04 19:28:05,0e54d374f91e19d26e800749ef535f499ed302cb,False,c:\users\rick\appdata\local\microsoft\onedrive\update\onedrivesetup.exe,OneDriveSetup.exe,.exe,2088-12-20 01:36:29,microsoft onedrive,67684384,24.076.0414.0005,24.076.0414.0005,,pe64_amd64,False,24.76.414.5,24.76.414.5,11965856,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:26:28,c1728b20e704f1ee8e1aa1f5cc4d9befd2a7a7c6,True,c:\windows\system32\onedrivesetup.exe,OneDriveSetup.exe,.exe,2092-07-20 00:46:51,microsoft onedrive,50312608,22.012.0117.0003,22.012.0117.0003,,pe64_amd64,False,22.12.117.3,22.12.117.3,11414408,1033,
Unassociated,0006847b34a39709a223fef50d06138c465800000904,2024-05-04 20:31:19,2290c8a5b27210c1c8a8413d0cd1b3e52fcec540,False,c:\users\rick\appdata\local\microsoft\onedrive\onedrivestandaloneupdater.exe,OneDriveStandaloneUpdater.exe,.exe,2083-03-24 00:22:27,microsoft onedrive,4209056,24.076.0414.0005,24.076.0414.0005,,pe64_amd64,False,24.76.414.5,24.76.414.5,132069720,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:53,03099e06d97217ab608bffbdd471dceab0bb886c,True,c:\windows\system32\oobe-maintenance.exe,OOBE-Maintenance.exe,.exe,2038-05-10 03:36:09,microsoft® windows® operating system,125392,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,6839696,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:45,632f75ae4268bc0270f474431df665e55b07e256,True,c:\windows\system32\oobe\oobeldr.exe,oobeldr.exe,.exe,2085-09-14 23:35:38,microsoft® windows® operating system,110592,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,6450120,1033,
Unassociated,00060a310b2fc6e00d8ae7fa61abb62f55a400000000,2024-05-04 23:56:00,5d286dca6a6dd44e341729be25113fd02689e6b6,False,c:\program files\windowsapps\microsoft.windowsterminal_1.12.10983.0_x64__8wekyb3d8bbwe\openconsole.exe,OpenConsole.exe,.exe,2022-04-08 19:33:17,windows terminal,1116160,1.12.2204.08003,1.12.220408003-release1.12,,pe64_amd64,False,1.12.2204.8003,1.12.2204.8003,4008568,0,
Unassociated,000695a58df69ddc74c9e77efe06e17c1b0400000904,2024-05-04 19:48:52,40c5fd20319e9db6fcc6a35a06ae428cc3c23291,False,c:\users\rick\downloads\operasetup.exe,OperaSetup.exe,.exe,2024-04-24 14:50:30,opera installer,5388640,109.0.5097.68,109.0.5097.68,,pe32_i386,False,109.0.5097.68,109.0.5097.68,19551824,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 22:55:10,9309f3c111773fea8a36480ee6e28734ad826487,True,c:\windows\system32\windowspowershell\v1.0\powershell.exe,powershell.exe,.exe,2021-03-27 21:48:08,microsoft® windows® operating system,491520,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,219285968,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 21:09:40,ddde7fd394416798eb2cda8b723faa5ed2baf6cd,True,c:\windows\system32\regsvr32.exe,regsvr32.exe,.exe,2013-04-19 12:45:11,microsoft® windows® operating system,45056,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,778056,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:29:08,390db7c23f80d865627bae770a18c5eff8683a36,True,c:\windows\system32\runtimebroker.exe,RuntimeBroker.exe,.exe,2056-02-28 02:49:35,microsoft® windows® operating system,137896,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,0,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:49,ece3efdb9bac287fa85088e49264af099eb32313,True,c:\windows\system32\sc.exe,sc.exe,.exe,2097-06-30 22:29:19,microsoft® windows® operating system,98304,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,10271216,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:47,891dfd1a6ab87ef24f8d6325a8077cd5ca03aa8c,True,c:\windows\system32\sdbinst.exe,sdbinst.exe,.exe,1979-07-24 19:16:15,microsoft® windows® operating system,212992,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,6702456,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 21:13:35,6e5e9a81ac1c8344212fa529cfa64af76bb93685,True,c:\windows\system32\searchfilterhost.exe,SearchFilterHost.exe,.exe,2082-12-11 16:17:47,windows® search,286720,7.0.22621.2792 (winbuild.160101.0800),7.0.22621.2792,,pe64_amd64,False,7.0.22621.2792,7.0.22621.2792,10232408,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:49,ca34bff0cfd8ef350dce24accab477a2efe086b3,True,c:\windows\system32\searchindexer.exe,SearchIndexer.exe,.exe,2105-03-01 09:09:42,windows® search,974848,7.0.22621.2792 (winbuild.160101.0800),7.0.22621.2792,,pe64_amd64,False,7.0.22621.2792,7.0.22621.2792,970008,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:47,36140f1bfaba968f512d5d4c88455439429f9321,True,c:\windows\system32\securebootencodeuefi.exe,SecureBootEncodeUEFI.exe,.exe,2086-05-22 09:42:19,microsoft® windows® operating system,106496,10.0.22621.2792 (winbuild.160101.0800),10.0.22621.2792,,pe64_amd64,False,10.0.22621.2792,10.0.22621.2792,9285720,1033,
Unassociated,00061d254c7b36dcdd03dcac633f0622d60b00000000,2024-05-04 21:31:18,e16941e14861a6d24750ecdf05c548189b33182a,False,c:\windows\system32\securityhealth\securityhealthsetup.exe,SecurityHealthSetup.exe,.exe,2024-02-27 18:55:42,,18958144,1.0.2402.27001,1.0.240227001-retry,,pe64_amd64,False,1.0.2402.27001,1.0.2402.27001,215716112,0,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 21:31:09,05d906aaf4f495b1a36ec00532b56de116eb44d1,True,c:\windows\system32\securityhealthservice.exe,SecurityHealthService.exe,.exe,2041-10-11 20:39:15,microsoft® windows® operating system,146064,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,0,1033,
Unassociated,00061d254c7b36dcdd03dcac633f0622d60b00000000,2024-05-04 21:30:56,e16941e14861a6d24750ecdf05c548189b33182a,False,c:\windows\softwaredistribution\download\install\securityhealthsetup.exe,securityhealthsetup.exe,.exe,2024-02-27 18:55:42,,18958144,1.0.2402.27001,1.0.240227001-retry,,pe64_amd64,False,1.0.2402.27001,1.0.2402.27001,215604288,0,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:45,b8cc4e83947902bf5fc7df00cad906ca6ddd5627,True,c:\windows\system32\services.exe,services.exe,.exe,2105-05-28 03:43:49,microsoft® windows® operating system,757720,10.0.22621.2506 (winbuild.160101.0800),10.0.22621.2506,,pe64_amd64,False,10.0.22621.2506,10.0.22621.2506,0,1033,
Unassociated,0006799086f2b3631ed09571eea308213bed0000ffff,2024-05-04 23:06:35,5cf530e19c9df091f89cede690e5295c285ece3c,False,c:\users\rick\downloads\sflgdqsfhbl.exe,sflgdqsfhbl.exe,.exe,2024-05-04 17:11:14,,7319454,,,,pe64_amd64,False,,,219273384,0,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:45,746f5ae87f13a46e88088dea31d1362727b9ec49,True,c:\windows\system32\smss.exe,smss.exe,.exe,1998-09-25 14:50:30,microsoft® windows® operating system,183232,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,0,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:25:53,fab6b80bf6f9196d6172843ccaad51c26354af08,True,c:\windows\system32\sppextcomobj.exe,SppExtComObj.Exe,.exe,2086-03-08 02:46:05,microsoft® windows® operating system,589824,10.0.22621.2861 (winbuild.160101.0800),10.0.22621.2861,,pe64_amd64,False,10.0.22621.2861,10.0.22621.2861,0,1033,
Unassociated,0000f519feec486de87ed73cb92d3cac802400000000,2024-05-04 19:17:45,3f64c98f22da277a07cab248c44c56eedb796a81,True,c:\windows\system32\svchost.exe,svchost.exe,.exe,2028-05-11 16:56:05,microsoft® windows® operating system,79920,10.0.22621.1 (winbuild.160101.0800),10.0.22621.1,,pe64_amd64,False,10.0.22621.1,10.0.22621.1,28560,1033,
